#iin;location;type;issuername;phone
371804;UNITED STATES OF AMERICA;Amex;AMEX GOLD;800-327-2177/445-7989
371805;UNITED STATES OF AMERICA;Amex;AMEX GOLD;800-327-2177/445-7989
371806;UNITED STATES OF AMERICA;Amex;AMEX GOLD;800-327-2177/445-7989
371807;UNITED STATES OF AMERICA;Amex;AMERICAN EXPRESS;800-327-2177/445-7989
371808;UNITED STATES OF AMERICA;Amex;AMEX GOLD;800-327-2177/445-7989
371809;UNITED STATES OF AMERICA;Amex;AMEX GOLD;800-327-2177/445-7989
371810;UNITED STATES OF AMERICA;Amex;AMEX GOLD;800-327-2177/445-7989
371811;UNITED STATES OF AMERICA;Amex;AMEX GOLD;800-327-2177/445-7989
371812;UNITED STATES OF AMERICA;Amex;AMEX GOLD;800-327-2177/445-7989
371813;UNITED STATES OF AMERICA;Amex;AMEX GOLD;800-327-2177/445-7989
371814;UNITED STATES OF AMERICA;Amex;AMEX GOLD;800-327-2177/445-7989
371815;UNITED STATES OF AMERICA;Amex;AMEX GOLD;800-327-2177/445-7989
371816;UNITED STATES OF AMERICA;Amex;AMERICAN EXPRESS;800-327-2177/445-7989
371817;UNITED STATES OF AMERICA;Amex;AMERICAN EXPRESS;800-327-2177/445-7989
371818;UNITED STATES OF AMERICA;Amex;AMEX GOLD;800-327-2177/445-7989
371819;UNITED STATES OF AMERICA;Amex;AMEX GOLD;800-327-2177/445-7989
371820;UNITED STATES OF AMERICA;Amex;AMEX GOLD;800-327-2177/445-7989
371821;UNITED STATES OF AMERICA;Amex;AMEX GOLD;800-327-2177/445-7989
371822;UNITED STATES OF AMERICA;Amex;AMERICAN EXPRESS;800-327-2177/445-7989
371823;UNITED STATES OF AMERICA;Amex;AMEX GOLD;800-327-2177/445-7989
371824;UNITED STATES OF AMERICA;Amex;AMEX GOLD;800-327-2177/445-7989
371825;UNITED STATES OF AMERICA;Amex;AMEX GOLD;800-327-2177/445-7989
371826;UNITED STATES OF AMERICA;Amex;AMEX GOLD;800-327-2177/445-7989
371827;UNITED STATES OF AMERICA;Amex;AMEX GOLD;800-327-2177/445-7989
371828;UNITED STATES OF AMERICA;Amex;AMEX GOLD;800-327-2177/445-7989
371829;UNITED STATES OF AMERICA;Amex;AMEX GOLD;800-327-2177/445-7989
371830;UNITED STATES OF AMERICA;Amex;AMEX GOLD;800-327-2177/445-7989
371831;UNITED STATES OF AMERICA;Amex;AMEX GOLD;800-327-2177/445-7989
371832;UNITED STATES OF AMERICA;Amex;AMEX GOLD;800-327-2177/445-7989
371833;UNITED STATES OF AMERICA;Amex;AMEX GOLD;800-327-2177/445-7989
371834;UNITED STATES OF AMERICA;Amex;AMEX GOLD;800-327-2177/445-7989
371835;UNITED STATES OF AMERICA;Amex;AMERICAN EXPRESS;800-327-2177/445-7989
371836;UNITED STATES OF AMERICA;Amex;AMEX GOLD;800-327-2177/445-7989
371837;UNITED STATES OF AMERICA;Amex;AMEX GOLD;800-327-2177/445-7989
371838;UNITED STATES OF AMERICA;Amex;AMEX GOLD;800-327-2177/445-7989
371839;UNITED STATES OF AMERICA;Amex;AMEX GOLD;800-327-2177/445-7989
371840;UNITED STATES OF AMERICA;Amex;AMEX GOLD;800-327-2177/445-7989
371841;UNITED STATES OF AMERICA;Amex;AMEX GOLD;800-327-2177/445-7989
371842;UNITED STATES OF AMERICA;Amex;AMEX GOLD;800-327-2177/445-7989
371843;UNITED STATES OF AMERICA;Amex;AMERICAN EXPRESS;800-327-2177/445-7989
371844;UNITED STATES OF AMERICA;Amex;AMERICAN EXPRESS;800-327-2177/445-7989
371845;UNITED STATES OF AMERICA;Amex;AMEX GOLD;800-327-2177/445-7989
371846;UNITED STATES OF AMERICA;Amex;AMEX GOLD;800-327-2177/445-7989
371847;UNITED STATES OF AMERICA;Amex;AMEX GOLD;800-327-2177/445-7989
371848;UNITED STATES OF AMERICA;Amex;AMERICAN EXPRESS;800-327-2177/445-7989
371849;UNITED STATES OF AMERICA;Amex;AMERICAN EXPRESS;800-327-2177/445-7989
371850;UNITED STATES OF AMERICA;Amex;AMEX GOLD;800-327-2177/445-7989
371851;UNITED STATES OF AMERICA;Amex;AMEX GOLD;800-327-2177/445-7989
371852;UNITED STATES OF AMERICA;Amex;AMEX GOLD;800-327-2177/445-7989
371853;UNITED STATES OF AMERICA;Amex;AMEX GOLD;800-327-2177/445-7989
371854;UNITED STATES OF AMERICA;Amex;AMEX GOLD;800-327-2177/445-7989
371855;UNITED STATES OF AMERICA;Amex;AMEX GOLD;800-327-2177/445-7989
371856;UNITED STATES OF AMERICA;Amex;AMEX GOLD;800-327-2177/445-7989
371857;UNITED STATES OF AMERICA;Amex;AMEX GOLD;800-327-2177/445-7989
371858;UNITED STATES OF AMERICA;Amex;AMERICAN EXPRESS;800-327-2177/445-7989
371859;UNITED STATES OF AMERICA;Amex;AMEX GOLD;800-327-2177/445-7989
371860;UNITED STATES OF AMERICA;Amex;AMEX GOLD;800-327-2177/445-7989
371861;UNITED STATES OF AMERICA;Amex;AMEX GOLD;800-327-2177/445-7989
371862;UNITED STATES OF AMERICA;Amex;AMEX GOLD;800-327-2177/445-7989
371863;UNITED STATES OF AMERICA;Amex;AMEX GOLD;800-327-2177/445-7989
371864;UNITED STATES OF AMERICA;Amex;AMEX GOLD;800-327-2177/445-7989
371865;UNITED STATES OF AMERICA;Amex;AMEX GOLD;800-327-2177/445-7989
371866;UNITED STATES OF AMERICA;Amex;AMEX GOLD;800-327-2177/445-7989
371867;UNITED STATES OF AMERICA;Amex;AMEX GOLD;800-327-2177/445-7989
371868;UNITED STATES OF AMERICA;Amex;AMEX GOLD;800-327-2177/445-7989
371869;UNITED STATES OF AMERICA;Amex;AMEX GOLD;800-327-2177/445-7989
371870;UNITED STATES OF AMERICA;Amex;AMEX GOLD;800-327-2177/445-7989
371871;UNITED STATES OF AMERICA;Amex;AMEX GOLD;800-327-2177/445-7989
371872;UNITED STATES OF AMERICA;Amex;AMEX GOLD;800-327-2177/445-7989
371873;UNITED STATES OF AMERICA;Amex;AMEX GOLD;800-327-2177/445-7989
371874;UNITED STATES OF AMERICA;Amex;AMEX GOLD;800-327-2177/445-7989
371875;UNITED STATES OF AMERICA;Amex;AMEX GOLD;800-327-2177/445-7989
371876;UNITED STATES OF AMERICA;Amex;AMEX GOLD;800-327-2177/445-7989
371877;UNITED STATES OF AMERICA;Amex;AMEX GOLD;800-327-2177/445-7989
371878;UNITED STATES OF AMERICA;Amex;AMEX GOLD;800-327-2177/445-7989
371879;UNITED STATES OF AMERICA;Amex;AMEX GOLD;800-327-2177/445-7989
371880;UNITED STATES OF AMERICA;Amex;AMEX GOLD;800-327-2177/445-7989
371881;UNITED STATES OF AMERICA;Amex;AMEX GOLD;800-327-2177/445-7989
371882;UNITED STATES OF AMERICA;Amex;AMEX GOLD;800-327-2177/445-7989
371883;UNITED STATES OF AMERICA;Amex;AMEX GOLD;800-327-2177/445-7989
371884;UNITED STATES OF AMERICA;Amex;AMEX GOLD;800-327-2177/445-7989
371885;UNITED STATES OF AMERICA;Amex;AMEX GOLD;800-327-2177/445-7989
371886;UNITED STATES OF AMERICA;Amex;AMEX GOLD;800-327-2177/445-7989
371887;UNITED STATES OF AMERICA;Amex;AMEX GOLD;800-327-2177/445-7989
371888;UNITED STATES OF AMERICA;Amex;AMEX GOLD;800-327-2177/445-7989
371889;UNITED STATES OF AMERICA;Amex;AMEX GOLD;800-327-2177/445-7989
371890;UNITED STATES OF AMERICA;Amex;AMEX GOLD;800-327-2177/445-7989
371891;UNITED STATES OF AMERICA;Amex;AMEX GOLD;800-327-2177/445-7989
371892;UNITED STATES OF AMERICA;Amex;AMEX GOLD;800-327-2177/445-7989
371893;UNITED STATES OF AMERICA;Amex;AMEX GOLD;800-327-2177/445-7989
371894;UNITED STATES OF AMERICA;Amex;AMEX GOLD;800-327-2177/445-7989
371895;UNITED STATES OF AMERICA;Amex;AMEX GOLD;800-327-2177/445-7989
371896;UNITED STATES OF AMERICA;Amex;AMEX GOLD;800-327-2177/445-7989
371897;UNITED STATES OF AMERICA;Amex;AMEX GOLD;800-327-2177/445-7989
371898;UNITED STATES OF AMERICA;Amex;AMEX GOLD;800-327-2177/445-7989
371899;UNITED STATES OF AMERICA;Amex;AMEX GOLD;800-327-2177/445-7989
371900;;AMEX;;
371902;;AMEX;;
371903;;AMEX;;
371906;;AMEX;;
371908;;AMEX;;
371910;;AMEX;;
371925;;AMEX;;
371935;;AMEX;;
371936;;AMEX;;
371943;;AMEX;;
371944;;AMEX;;
371950;;AMEX;;
371951;;AMEX;;
371952;;AMEX;;
371954;;AMEX;;
371955;;AMEX;;
372010;;AMEX;;
372011;;AMEX;;
372030;;AMEX;;
372031;;AMEX;;
372032;;AMEX;;
372033;;AMEX;;
372034;;AMEX;;
372035;;AMEX;;
372036;;AMEX;;
372037;;AMEX;;
372038;;AMEX;;
372042;;AMEX;;
372043;;AMEX;;
372044;;AMEX;;
372045;;AMEX;;
372046;;AMEX;;
372048;;AMEX;;
372050;;AMEX;;
372052;;AMEX;;
372053;;AMEX;;
372054;;AMEX;;
372055;;AMEX;;
372056;;AMEX;;
372057;;AMEX;;
372059;;AMEX;;
372060;;AMEX;;
372061;;AMEX;;
372062;;AMEX;;
372063;;AMEX;;
372064;;AMEX;;
372065;;AMEX;;
372066;;AMEX;;
372068;;AMEX;;
372069;;AMEX;;
372070;;AMEX;;
372071;;AMEX;;
372072;;AMEX;;
372073;;AMEX;;
372075;;AMEX;;
372076;;AMEX;;
372080;;AMEX;;
372081;;AMEX;;
372082;;AMEX;;
372084;;AMEX;;
372085;;AMEX;;
372086;;AMEX;;
372087;;AMEX;;
372088;;AMEX;;
372089;;AMEX;;
372090;;AMEX;;
372091;;AMEX;;
372093;;AMEX;;
372099;;AMEX;;
372100;;AMEX;;
372101;;AMEX;;
372104;;AMEX;;
372105;;AMEX;;
372106;;AMEX;;
372108;;AMEX;;
372109;;AMEX;;
372120;;AMEX;;
372121;;AMEX;;
372122;;AMEX;;
372123;;AMEX;;
372124;;AMEX;;
372125;;AMEX;;
372126;;AMEX;;
372127;;AMEX;;
372128;;AMEX;;
372129;;AMEX;;
372150;;AMEX;;
372152;;AMEX;;
372153;;AMEX;;
372154;;AMEX;;
372155;;AMEX;;
372156;;AMEX;;
372157;;AMEX;;
372158;;AMEX;;
372160;;AMEX;;
372161;;AMEX;;
372162;;AMEX;;
372163;;AMEX;;
372164;;AMEX;;
372165;;AMEX;;
372166;;AMEX;;
372167;;AMEX;;
372168;;AMEX;;
372169;;AMEX;;
372171;;AMEX;;
372172;;AMEX;;
372173;;AMEX;;
372174;;AMEX;;
372175;;AMEX;;
372176;;AMEX;;
372177;;AMEX;;
372179;;AMEX;;
372262;;AMEX;;
372263;;AMEX;;
372265;;AMEX;;
372266;;AMEX;;
372267;;AMEX;;
372268;;AMEX;;
372269;;AMEX;;
372280;;AMEX;;
372281;;AMEX;;
372282;;AMEX;;
372284;;AMEX;;
372285;;AMEX;;
372286;;AMEX;;
372287;;AMEX;;
372288;;AMEX;;
372289;;AMEX;;
372310;;AMEX;;
372311;;AMEX;;
372312;;AMEX;;
372313;;AMEX;;
372314;;AMEX;;
372315;;AMEX;;
372316;;AMEX;;
372317;;AMEX;;
372318;;AMEX;;
372319;;AMEX;;
372320;;AMEX;;
372321;;AMEX;;
372322;;AMEX;;
372340;UNITED STATES OF AMERICA;Amex;AMERICAN EXPRESS;
372341;;AMEX;;
372342;;AMEX;;
372343;;AMEX;;
372344;;AMEX;;
372345;;AMEX;;
372346;;AMEX;;
372347;;AMEX;;
372348;;AMEX;;
372349;;AMEX;;
372350;;AMEX;;
372351;;AMEX;;
372352;;AMEX;;
372353;;AMEX;;
372354;;AMEX;;
372355;;AMEX;;
372356;;AMEX;;
372357;;AMEX;;
372358;;AMEX;;
372359;;AMEX;;
372370;UNITED STATES OF AMERICA;Amex;AMERICAN EXPRESS;
372371;UNITED STATES OF AMERICA;Amex;AMERICAN EXPRESS;
372372;UNITED STATES OF AMERICA;Amex;AMERICAN EXPRESS;
372373;UNITED STATES OF AMERICA;Amex;AMERICAN EXPRESS;
372374;UNITED STATES OF AMERICA;Amex;AMERICAN EXPRESS;
372375;UNITED STATES OF AMERICA;Amex;AMERICAN EXPRESS;
372376;UNITED STATES OF AMERICA;Amex;AMERICAN EXPRESS;
372377;UNITED STATES OF AMERICA;Amex;AMERICAN EXPRESS;
372378;UNITED STATES OF AMERICA;Amex;AMERICAN EXPRESS;
372379;UNITED STATES OF AMERICA;Amex;AMERICAN EXPRESS;
372390;;AMEX;;
372391;;AMEX;;
372392;;AMEX;;
372393;;AMEX;;
372394;;AMEX;;
372395;;AMEX;;
372396;;AMEX;;
372397;;AMEX;;
372398;;AMEX;;
372399;;AMEX;;
372400;;AMEX;;
372401;;AMEX;;
372402;;AMEX;;
372404;;AMEX;;
372405;;AMEX;;
372406;;AMEX;;
372407;;AMEX;;
372409;;AMEX;;
372410;;AMEX;;
372411;;AMEX;;
372412;;AMEX;;
372413;;AMEX;;
372414;;AMEX;;
372415;;AMEX;;
372416;;AMEX;;
372417;;AMEX;;
372418;;AMEX;;
372419;;AMEX;;
372420;;AMEX;;
372500;;AMEX;;
372501;;AMEX;;
372502;;AMEX;;
372503;;AMEX;;
372504;;AMEX;;
372505;;AMEX;;
372506;;AMEX;;
372507;;AMEX;;
372508;;AMEX;;
372509;;AMEX;;
372520;;AMEX;;
372521;;AMEX;;
372522;;AMEX;;
372523;;AMEX;;
372524;;AMEX;;
372525;;AMEX;;
372526;;AMEX;;
372527;;AMEX;;
372528;;AMEX;;
372529;;AMEX;;
372530;;AMEX;;
372531;;AMEX;;
372532;;AMEX;;
372533;;AMEX;;
372534;;AMEX;;
372535;;AMEX;;
372536;;AMEX;;
372537;;AMEX;;
372538;;AMEX;;
372539;;AMEX;;
372540;;AMEX;;
372541;;AMEX;;
372542;;AMEX;;
372543;;AMEX;;
372544;;AMEX;;
372545;;AMEX;;
372550;;AMEX;;
372551;;AMEX;;
372552;;AMEX;;
372553;;AMEX;;
372554;;AMEX;;
372555;;AMEX;;
372556;;AMEX;;
372557;;AMEX;;
372558;;AMEX;;
372559;;AMEX;;
372570;;AMEX;;
372571;;AMEX;;
372572;;AMEX;;
372573;;AMEX;;
372574;;AMEX;;
372575;;AMEX;;
372576;;AMEX;;
372577;;AMEX;;
372578;;AMEX;;
372579;;AMEX;;
372699;;AMEX;;
372710;;AMEX;;
372711;;AMEX;;
372712;;AMEX;;
372713;;AMEX;;
372714;;AMEX;;
372715;;AMEX;;
372716;UNITED STATES OF AMERICA;Amex;AMEX CORPORATE CARD;
372717;;AMEX;;
372718;;AMEX;;
372719;;AMEX;;
372720;;AMEX;;
372721;;AMEX;;
372730;;AMEX;;
372731;;AMEX;;
372732;;AMEX;;
372733;;AMEX;;
372734;;AMEX;;
372735;;AMEX;;
372736;;AMEX;;
372737;;AMEX;;
372760;;AMEX;;
372761;;AMEX;;
372762;;AMEX;;
372763;;AMEX;;
372764;;AMEX;;
372765;;AMEX;;
372766;;AMEX;;
372767;;AMEX;;
372768;;AMEX;;
372769;;AMEX;;
372770;;AMEX;;
372771;;AMEX;;
372772;;AMEX;;
372773;;AMEX;;
372774;;AMEX;;
372775;;AMEX;;
372777;;AMEX;;
372780;;AMEX;;
372781;;AMEX;;
372782;;AMEX;;
372783;;AMEX;;
372784;;AMEX;;
372785;;AMEX;;
372786;;AMEX;;
372787;;AMEX;;
372789;;AMEX;;
372790;;AMEX;;
372791;;AMEX;;
372792;;AMEX;;
372793;;AMEX;;
372794;;AMEX;;
372795;;AMEX;;
372796;;AMEX;;
372797;;AMEX;;
372798;;AMEX;;
372799;;AMEX;;
372800;UNITED STATES OF AMERICA;Amex;AMERICAN EXPRESS;800-327-2177/445-7989
372801;UNITED STATES OF AMERICA;Amex;AMERICAN EXPRESS;800-327-2177/445-7989
372802;UNITED STATES OF AMERICA;Amex;AMERICAN EXPRESS;800-327-2177/445-7989
372803;UNITED STATES OF AMERICA;Amex;AMERICAN EXPRESS;800-327-2177/445-7989
372804;UNITED STATES OF AMERICA;Amex;AMERICAN EXPRESS;800-327-2177/445-7989
372805;UNITED STATES OF AMERICA;Amex;AMERICAN EXPRESS;800-327-2177/445-7989
372806;UNITED STATES OF AMERICA;Amex;AMERICAN EXPRESS;800-327-2177/445-7989
372807;UNITED STATES OF AMERICA;Amex;AMERICAN EXPRESS;800-327-2177/445-7989
372808;UNITED STATES OF AMERICA;Amex;AMEX CORPORATE CARD;800-327-2177/445-7989
372809;UNITED STATES OF AMERICA;Amex;AMERICAN EXPRESS;800-327-2177/445-7989
372810;UNITED STATES OF AMERICA;Amex;AMERICAN EXPRESS;800-327-2177/445-7989
372811;UNITED STATES OF AMERICA;Amex;AMERICAN EXPRESS;800-327-2177/445-7989
372812;UNITED STATES OF AMERICA;Amex;AMERICAN EXPRESS;800-327-2177/445-7989
372813;UNITED STATES OF AMERICA;Amex;AMERICAN EXPRESS;800-327-2177/445-7989
372814;UNITED STATES OF AMERICA;Amex;AMERICAN EXPRESS;800-327-2177/445-7989
372815;UNITED STATES OF AMERICA;Amex;AMERICAN EXPRESS;800-327-2177/445-7989
372816;UNITED STATES OF AMERICA;Amex;AMERICAN EXPRESS;800-327-2177/445-7989
372817;UNITED STATES OF AMERICA;Amex;AMERICAN EXPRESS;800-327-2177/445-7989
372818;UNITED STATES OF AMERICA;Amex;AMERICAN EXPRESS;800-327-2177/445-7989
372819;UNITED STATES OF AMERICA;Amex;AMERICAN EXPRESS;800-327-2177/445-7989
372820;UNITED STATES OF AMERICA;Amex;AMERICAN EXPRESS;800-327-2177/445-7989
372821;UNITED STATES OF AMERICA;Amex;AMERICAN EXPRESS;800-327-2177/445-7989
372822;UNITED STATES OF AMERICA;Amex;AMERICAN EXPRESS;800-327-2177/445-7989
372823;UNITED STATES OF AMERICA;Amex;AMERICAN EXPRESS;800-327-2177/445-7989
372824;UNITED STATES OF AMERICA;Amex;AMEX CORPORATE CARD;800-327-2177/445-7989
372825;UNITED STATES OF AMERICA;Amex;AMERICAN EXPRESS;800-327-2177/445-7989
372826;UNITED STATES OF AMERICA;Amex;AMERICAN EXPRESS;800-327-2177/445-7989
372827;UNITED STATES OF AMERICA;Amex;AMERICAN EXPRESS;800-327-2177/445-7989
372828;UNITED STATES OF AMERICA;Amex;AMERICAN EXPRESS;800-327-2177/445-7989
372829;UNITED STATES OF AMERICA;Amex;AMEX PLATINUM;800-327-2177/445-7989
372830;UNITED STATES OF AMERICA;Amex;AMERICAN EXPRESS;800-327-2177/445-7989
372831;UNITED STATES OF AMERICA;Amex;AMERICAN EXPRESS;800-327-2177/445-7989
372832;UNITED STATES OF AMERICA;Amex;AMERICAN EXPRESS;800-327-2177/445-7989
372833;UNITED STATES OF AMERICA;Amex;AMERICAN EXPRESS;800-327-2177/445-7989
372834;UNITED STATES OF AMERICA;Amex;AMERICAN EXPRESS;800-327-2177/445-7989
372835;UNITED STATES OF AMERICA;Amex;AMERICAN EXPRESS;800-327-2177/445-7989
372836;UNITED STATES OF AMERICA;Amex;AMERICAN EXPRESS;800-327-2177/445-7989
372837;UNITED STATES OF AMERICA;Amex;AMERICAN EXPRESS;800-327-2177/445-7989
372838;UNITED STATES OF AMERICA;Amex;AMEX PLATINUM;800-327-2177/445-7989
372839;UNITED STATES OF AMERICA;Amex;AMERICAN EXPRESS;800-327-2177/445-7989
372840;UNITED STATES OF AMERICA;Amex;AMERICAN EXPRESS;800-327-2177/445-7989
372841;UNITED STATES OF AMERICA;Amex;AMERICAN EXPRESS;800-327-2177/445-7989
372842;UNITED STATES OF AMERICA;Amex;AMERICAN EXPRESS;800-327-2177/445-7989
372843;UNITED STATES OF AMERICA;Amex;AMERICAN EXPRESS;800-327-2177/445-7989
372844;UNITED STATES OF AMERICA;Amex;AMERICAN EXPRESS;800-327-2177/445-7989
372845;UNITED STATES OF AMERICA;Amex;AMERICAN EXPRESS;800-327-2177/445-7989
372846;UNITED STATES OF AMERICA;Amex;AMEX PLATINUM;800-327-2177/445-7989
372847;UNITED STATES OF AMERICA;Amex;AMERICAN EXPRESS;800-327-2177/445-7989
372848;UNITED STATES OF AMERICA;Amex;AMERICAN EXPRESS;800-327-2177/445-7989
372849;UNITED STATES OF AMERICA;Amex;AMERICAN EXPRESS;800-327-2177/445-7989
372850;UNITED STATES OF AMERICA;Amex;AMERICAN EXPRESS;800-327-2177/445-7989
372851;UNITED STATES OF AMERICA;Amex;AMERICAN EXPRESS;800-327-2177/445-7989
372852;UNITED STATES OF AMERICA;Amex;AMERICAN EXPRESS;800-327-2177/445-7989
372853;UNITED STATES OF AMERICA;Amex;AMERICAN EXPRESS;800-327-2177/445-7989
372854;UNITED STATES OF AMERICA;Amex;AMERICAN EXPRESS;800-327-2177/445-7989
372855;UNITED STATES OF AMERICA;Amex;AMERICAN EXPRESS;800-327-2177/445-7989
372856;UNITED STATES OF AMERICA;Amex;AMERICAN EXPRESS;800-327-2177/445-7989
372857;UNITED STATES OF AMERICA;Amex;AMERICAN EXPRESS;800-327-2177/445-7989
372858;UNITED STATES OF AMERICA;Amex;AMERICAN EXPRESS;800-327-2177/445-7989
372859;UNITED STATES OF AMERICA;Amex;AMERICAN EXPRESS;800-327-2177/445-7989
372860;UNITED STATES OF AMERICA;Amex;AMERICAN EXPRESS;800-327-2177/445-7989
372861;UNITED STATES OF AMERICA;Amex;AMERICAN EXPRESS;800-327-2177/445-7989
372862;UNITED STATES OF AMERICA;Amex;AMERICAN EXPRESS;800-327-2177/445-7989
372863;UNITED STATES OF AMERICA;Amex;AMERICAN EXPRESS;800-327-2177/445-7989
372864;UNITED STATES OF AMERICA;Amex;AMERICAN EXPRESS;800-327-2177/445-7989
372865;UNITED STATES OF AMERICA;Amex;AMERICAN EXPRESS;800-327-2177/445-7989
372866;UNITED STATES OF AMERICA;Amex;AMERICAN EXPRESS;800-327-2177/445-7989
372867;UNITED STATES OF AMERICA;Amex;AMERICAN EXPRESS;800-327-2177/445-7989
372868;UNITED STATES OF AMERICA;Amex;AMERICAN EXPRESS;800-327-2177/445-7989
372869;UNITED STATES OF AMERICA;Amex;AMERICAN EXPRESS;800-327-2177/445-7989
372870;UNITED STATES OF AMERICA;Amex;AMERICAN EXPRESS;800-327-2177/445-7989
372871;UNITED STATES OF AMERICA;Amex;AMERICAN EXPRESS;800-327-2177/445-7989
372872;UNITED STATES OF AMERICA;Amex;AMERICAN EXPRESS;800-327-2177/445-7989
372873;UNITED STATES OF AMERICA;Amex;AMERICAN EXPRESS;800-327-2177/445-7989
372874;UNITED STATES OF AMERICA;Amex;AMERICAN EXPRESS;800-327-2177/445-7989
372875;UNITED STATES OF AMERICA;Amex;AMERICAN EXPRESS;800-327-2177/445-7989
372876;UNITED STATES OF AMERICA;Amex;AMERICAN EXPRESS;800-327-2177/445-7989
372877;UNITED STATES OF AMERICA;Amex;AMERICAN EXPRESS;800-327-2177/445-7989
372878;UNITED STATES OF AMERICA;Amex;AMERICAN EXPRESS;800-327-2177/445-7989
372879;UNITED STATES OF AMERICA;Amex;AMERICAN EXPRESS;800-327-2177/445-7989
372880;UNITED STATES OF AMERICA;Amex;AMERICAN EXPRESS;800-327-2177/445-7989
372881;UNITED STATES OF AMERICA;Amex;AMERICAN EXPRESS;800-327-2177/445-7989
372882;UNITED STATES OF AMERICA;Amex;AMERICAN EXPRESS;800-327-2177/445-7989
372883;UNITED STATES OF AMERICA;Amex;AMERICAN EXPRESS;800-327-2177/445-7989
372884;UNITED STATES OF AMERICA;Amex;AMERICAN EXPRESS;800-327-2177/445-7989
372885;UNITED STATES OF AMERICA;Amex;AMERICAN EXPRESS;800-327-2177/445-7989
372886;UNITED STATES OF AMERICA;Amex;AMERICAN EXPRESS;800-327-2177/445-7989
372887;UNITED STATES OF AMERICA;Amex;AMERICAN EXPRESS;800-327-2177/445-7989
372888;UNITED STATES OF AMERICA;Amex;AMERICAN EXPRESS;800-327-2177/445-7989
372889;UNITED STATES OF AMERICA;Amex;AMEX CORPORATE CARD;800-327-2177/445-7989
372890;UNITED STATES OF AMERICA;Amex;AMERICAN EXPRESS;800-327-2177/445-7989
372891;UNITED STATES OF AMERICA;Amex;AMERICAN EXPRESS;800-327-2177/445-7989
372892;UNITED STATES OF AMERICA;Amex;AMERICAN EXPRESS;800-327-2177/445-7989
372893;UNITED STATES OF AMERICA;Amex;AMEX CORPORATE CARD;800-327-2177/445-7989
372894;UNITED STATES OF AMERICA;Amex;AMERICAN EXPRESS;800-327-2177/445-7989
372895;UNITED STATES OF AMERICA;Amex;AMERICAN EXPRESS;800-327-2177/445-7989
372896;UNITED STATES OF AMERICA;Amex;AMERICAN EXPRESS;800-327-2177/445-7989
372897;UNITED STATES OF AMERICA;Amex;AMERICAN EXPRESS;800-327-2177/445-7989
372898;UNITED STATES OF AMERICA;Amex;AMERICAN EXPRESS;800-327-2177/445-7989
372899;UNITED STATES OF AMERICA;Amex;AMERICAN EXPRESS;800-327-2177/445-7989
372900;;AMEX;;
372901;;AMEX;;
372903;;AMEX;;
372904;;AMEX;;
372905;;AMEX;;
372906;;AMEX;;
372912;;AMEX;;
372913;;AMEX;;
372915;;AMEX;;
372916;;AMEX;;
372950;;AMEX;;
372951;;AMEX;;
372952;;AMEX;;
373021;;AMEX;;
373023;;AMEX;;
373024;;AMEX;;
373025;;AMEX;;
373027;;AMEX;;
373028;;AMEX;;
373029;;AMEX;;
373039;;AMEX;;
373066;;AMEX;;
373070;;AMEX;;
373072;;AMEX;;
373076;;AMEX;;
373077;;AMEX;;
373078;;AMEX;;
373079;;AMEX;;
373100;UNITED STATES OF AMERICA;Amex;AMEX GREEN;800-528-4800
373101;UNITED STATES OF AMERICA;Amex;AMEX GREEN;800-528-4800
373102;UNITED STATES OF AMERICA;Amex;AMEX GREEN;800-528-4800
373103;UNITED STATES OF AMERICA;Amex;AMEX GREEN;800-528-4800
373104;UNITED STATES OF AMERICA;Amex;AMEX GREEN;800-528-4800
373105;UNITED STATES OF AMERICA;Amex;AMEX GREEN;800-528-4800
373106;UNITED STATES OF AMERICA;Amex;AMEX GREEN;800-528-4800
373107;UNITED STATES OF AMERICA;Amex;AMEX GREEN;800-528-4800
373108;UNITED STATES OF AMERICA;Amex;AMEX GREEN;800-528-4800
373109;UNITED STATES OF AMERICA;Amex;AMEX GREEN;800-528-4800
373110;UNITED STATES OF AMERICA;Amex;AMERICAN EXPRESS;800-528-4800
373111;UNITED STATES OF AMERICA;Amex;AMERICAN EXPRESS;800-528-4800
373112;UNITED STATES OF AMERICA;Amex;AMERICAN EXPRESS;800-528-4800
373113;UNITED STATES OF AMERICA;Amex;AMERICAN EXPRESS;800-528-4800
373114;UNITED STATES OF AMERICA;Amex;AMERICAN EXPRESS;800-528-4800
373115;UNITED STATES OF AMERICA;Amex;AMERICAN EXPRESS;800-528-4800
373116;UNITED STATES OF AMERICA;Amex;AMERICAN EXPRESS;800-528-4800
373117;UNITED STATES OF AMERICA;Amex;AMEX GREEN;800-528-4800
373118;UNITED STATES OF AMERICA;Amex;AMEX GREEN;800-528-4800
373119;UNITED STATES OF AMERICA;Amex;AMERICAN EXPRESS;800-528-4800
373120;UNITED STATES OF AMERICA;Amex;AMEX GREEN;800-528-4800
373121;UNITED STATES OF AMERICA;Amex;AMEX GREEN;800-528-4800
373122;UNITED STATES OF AMERICA;Amex;AMEX GREEN;800-528-4800
373123;UNITED STATES OF AMERICA;Amex;AMEX GREEN;800-528-4800
373124;UNITED STATES OF AMERICA;Amex;AMEX GREEN;800-528-4800
373125;UNITED STATES OF AMERICA;Amex;AMEX GREEN;800-528-4800
373126;UNITED STATES OF AMERICA;Amex;AMEX GREEN;800-528-4800
